text_en,text_sbert
"Dear Madam/Sir, the BBMP Property Tax Payment Website still shows old owners name for our property SAS Base Application No: 1207246, PID: 89-397-3BM-426. Kindly resolve this on priority. Prashanth.","dear madam/sir, the bbmp property tax payment website still shows old owners name for our property sas base application no: 1207246, pid: 89-397-3bm-426. kindly resolve this on priority. prashanth."
"Though it's a 4 lane main road, roads are completely damaged, and there situations very come across many road accidents.","though it's a 4 lane main road, roads are completely damaged, and there situations very come across many road accidents."
Sahakarnagar area in North bangalore has a huge number of vendors and shops. Can you please look at provisioning a  free public toilet which will help vendors and citizens.,sahakarnagar area in north bangalore has a huge number of vendors and shops. can you please look at provisioning a free public toilet which will help vendors and citizens.
Road side drainage is kept opened by adjecent construction site. This is spreading a lot of bad odour and mosquitoes around neighborhood.,road side drainage is kept opened by adjecent construction site. this is spreading a lot of bad odour and mosquitoes around neighborhood.
"The tar road was dug for laying pipeline. Now though there is no work going from past 1mth the road is Not repaired . We are facing lots of problem due to the dust from the in tar road, children's and old people are getting sick due to extensive dust ..
Plz take care","the tar road was dug for laying pipeline. now though there is no work going from past 1mth the road is not repaired . we are facing lots of problem due to the dust from the in tar road, children's and old people are getting sick due to extensive dust .. plz take care"
"Dear honorable madam,

When ever rain started all rain water was flooded on the roads & it's straight away come to our home ( Ref: mitra house road)

We have escalated this issue but still it was not yet resolved 

All the drainage was stuck with the mud & garbage but it's was not cleared 

Am requesting you to clean the drainage & save us from rain water 

Regards 
Hemanth Kumar.G
#9844303498","dear honorable madam, when ever rain started all rain water was flooded on the roads & it's straight away come to our home ( ref: mitra house road) we have escalated this issue but still it was not yet resolved all the drainage was stuck with the mud & garbage but it's was not cleared am requesting you to clean the drainage & save us from rain water regards hemanth kumar.g #9844303498"
"Hi, there has been no proper water supply from past 2 months. Earlier it was okay but now there has been no water supply at all. No supply of CMC water from past 2 weeks. Earlier cauvery water used to be supplied 3 times a week now hardly not even once a week that too no pressure in water so it's become very difficult to manage. Please regularise supply of both CMC water and cauvery water","hi, there has been no proper water supply from past 2 months. earlier it was okay but now there has been no water supply at all. no supply of cmc water from past 2 weeks. earlier cauvery water used to be supplied 3 times a week now hardly not even once a week that too no pressure in water so it's become very difficult to manage. please regularise supply of both cmc water and cauvery water"
"In Domlur layout we usually get Alternative days water supply, Nowadays water is not coming properly. We need regular water supply in our area","in domlur layout we usually get alternative days water supply, nowadays water is not coming properly. we need regular water supply in our area"
"A street light on 9th cross road, Sultanpalya main road is not working and causing problems to residents and road users.

please look into the matter.","a street light on 9th cross road, sultanpalya main road is not working and causing problems to residents and road users. please look into the matter."
Kutcha road without tarring is creating problems for day to day commute and also a risk for elderly people. Please repair the road,kutcha road without tarring is creating problems for day to day commute and also a risk for elderly people. please repair the road
No road in the way of Narayana school.  Only mud road is present and it is causing more dust pollution.,no road in the way of narayana school. only mud road is present and it is causing more dust pollution.
The garbage collector is not collecting the garbage. she is putting in one big bag and keeping it in front of the house. It will infect our health. please do the needful,the garbage collector is not collecting the garbage. she is putting in one big bag and keeping it in front of the house. it will infect our health. please do the needful
"Footpaths are actually meant for Shopkeepers throughout our ward. Residents are forced to take on the streets. 
A proper specific area can be assigned for footpath vendors.
There are places where footpaths are occupied, both fully & partially, by the residents either to park vehicles, growing their own garden etc.","footpaths are actually meant for shopkeepers throughout our ward. residents are forced to take on the streets. a proper specific area can be assigned for footpath vendors. there are places where footpaths are occupied, both fully & partially, by the residents either to park vehicles, growing their own garden etc."
"Huge pile-up of garbage outside our apartment compound wall. Residents are swamped with house-flies and it is only getting worst. With cholera in and around the city, clearing this is absolutely urgent and important. please help ASAP.","huge pile-up of garbage outside our apartment compound wall. residents are swamped with house-flies and it is only getting worst. with cholera in and around the city, clearing this is absolutely urgent and important. please help asap."
"We started living here from past one year now but there are no proper street lights maintained by the local body, we are closed to 150 families staying here in this lane and we are maintaining few lights for our security but that is not sufficient at all please look into this seriously.","we started living here from past one year now but there are no proper street lights maintained by the local body, we are closed to 150 families staying here in this lane and we are maintaining few lights for our security but that is not sufficient at all please look into this seriously."
"Road dug sewage pipe installation. Post work completion. Tar/Concrete work has not been completed. 

Area: Vani medical, Mariyappanpalya, Rajajinagar, Bangalore-560021

Corporator: Padmavati G
MLA: Suresh Kumar.","road dug sewage pipe installation. post work completion. tar/concrete work has not been completed. area: vani medical, mariyappanpalya, rajajinagar, bangalore-560021 corporator: padmavati g mla: suresh kumar."
"There is no regular water supply to 4th cross, Anthappa Layout, Doresanipalya and this problem is there for many months and there is no action taken by bwssb officials despite raising complaints","there is no regular water supply to 4th cross, anthappa layout, doresanipalya and this problem is there for many months and there is no action taken by bwssb officials despite raising complaints"
"The street light on 3rd Cross, G M Palya, near Nandini Bakery, lane opposite to SBI ATM going up to Srinivasa Enclave, are not working for last few days. it's very dark and inconvenient","the street light on 3rd cross, g m palya, near nandini bakery, lane opposite to sbi atm going up to srinivasa enclave, are not working for last few days. it's very dark and inconvenient"
"How unfortunate....

Beside hospital huge chunk of garbage 

please take action concerned people

vijayanagar 9 th main road",how unfortunate.... beside hospital huge chunk of garbage please take action concerned people vijayanagar 9 th main road
Street lights not working from more than a year now,street lights not working from more than a year now
"After multiple digging and now rains, harlur road and kudlu road is a mess and impossible for two wheelers and small vehicles to go smoothly","after multiple digging and now rains, harlur road and kudlu road is a mess and impossible for two wheelers and small vehicles to go smoothly"
"Coho apartment, a commercial PG setup located in Sri Raghavendra Swamy Orchard Layout, 4th cross, Basapura is throwing garbage right on the road. BBMP garbage is not clearing it as they say it is not segregated. Please solve this problem.","coho apartment, a commercial pg setup located in sri raghavendra swamy orchard layout, 4th cross, basapura is throwing garbage right on the road. bbmp garbage is not clearing it as they say it is not segregated. please solve this problem."
"The drainage in front of our apartment is blocked and is flowing with sewage water from nearby house. Since the drainage is blocked in front of our apartment, the sewage water is entering our apartment. Kindly clear the storm water drain so that water can move freely.","the drainage in front of our apartment is blocked and is flowing with sewage water from nearby house. since the drainage is blocked in front of our apartment, the sewage water is entering our apartment. kindly clear the storm water drain so that water can move freely."
"Fighter plans and helicopters roaming at very low altitude making lots noise every 10-45 minutes. 

Request to observe the noise level created",fighter plans and helicopters roaming at very low altitude making lots noise every 10-45 minutes. request to observe the noise level created
"There is no clearance of garbage in cox town ward no79.Corporator Shashi Rekha Mukund and her husband Mukund are very busy begging money from the real estate builders.they even wont respond to the complaints,texts and calls.She is useless to be named as a corporator.ShashiRekha mukund better resigne for ur work as u are not a suitable person to look after and do the area work.u only know to play Candy Crush and Temple Run..","there is no clearance of garbage in cox town ward no79.corporator shashi rekha mukund and her husband mukund are very busy begging money from the real estate builders.they even wont respond to the complaints,texts and calls.she is useless to be named as a corporator.shashirekha mukund better resigne for ur work as u are not a suitable person to look after and do the area work.u only know to play candy crush and temple run.."
"Hello,

Now a day's there is lots of pig's roaming in strom drain and nearby areas 
Please take necessary steps to ensure that no viral or any other health related issues spread due to pig's","hello, now a day's there is lots of pig's roaming in strom drain and nearby areas please take necessary steps to ensure that no viral or any other health related issues spread due to pig's"
"It's has been more than 2month till now they have not started with road applying process, i don't know what BBMP inspector doing, no one is doing inspection on the same we're are facing too much problem like for any emergency case. even counselor not evening care about the same.","it's has been more than 2month till now they have not started with road applying process, i don't know what bbmp inspector doing, no one is doing inspection on the same we're are facing too much problem like for any emergency case. even counselor not evening care about the same."
"Why roads  r not swept, near side drain and if swept also they push everything in to the drain .pls look into it.","why roads r not swept, near side drain and if swept also they push everything in to the drain .pls look into it."
"The photo shows 6 road junction on pipeline road opp triveni -welcast Peenya 1 st phase, daily accidents happen here due over speeding vehicles, I folowed up with traffic police about 4 years back and got sanction for 8 road humps but only 6 done , balance 2 nos not done for unknown reasons ,contractor andstaff blaming each other, citizens deprived of safe path.","the photo shows 6 road junction on pipeline road opp triveni -welcast peenya 1 st phase, daily accidents happen here due over speeding vehicles, i folowed up with traffic police about 4 years back and got sanction for 8 road humps but only 6 done , balance 2 nos not done for unknown reasons ,contractor andstaff blaming each other, citizens deprived of safe path."
CMC Water supply is stoped from 4 months no water for any household usage,cmc water supply is stoped from 4 months no water for any household usage
"Desilting and cleaning of storm water drain on 12th Main Road, 3rd Phase, Peenya Industrial Area, Bangalore 560058","desilting and cleaning of storm water drain on 12th main road, 3rd phase, peenya industrial area, bangalore 560058"
"The newly laid tarred road is always flooding because of overflowing drainage manhole on the road. Due to this the road conditions deteriorates faster. Also, it becomes difficult for daily goer to avoid splash of sewerage water on the road by cars and buses that fly on this road. Kindly let BWSSB to clean these man holes in a timely manner to save citizens from stinking dirty overflowing drainage on the main road. This is between Shakthi Highlands till Alfa Garden stretch of road where immediate attention is needed. Please do the needful.","the newly laid tarred road is always flooding because of overflowing drainage manhole on the road. due to this the road conditions deteriorates faster. also, it becomes difficult for daily goer to avoid splash of sewerage water on the road by cars and buses that fly on this road. kindly let bwssb to clean these man holes in a timely manner to save citizens from stinking dirty overflowing drainage on the main road. this is between shakthi highlands till alfa garden stretch of road where immediate attention is needed. please do the needful."
"No provision of streetlights. Safety of women and children is of the utmost priority. Miscreants are seen hanging out on the road and we feel unsafe to step out of our homes.
Make Bangalore safe for everyone",no provision of streetlights. safety of women and children is of the utmost priority. miscreants are seen hanging out on the road and we feel unsafe to step out of our homes. make bangalore safe for everyone
"There is a garbage dump on road connecting ejipura bus stand and ejipura signal. And there are stray cows at that location. Today from nowhere ,when i was riding bike, cow came on road and caused an accident as i had to apply breaks. Garbage Dump Attracts Cows and Cows are causing accidents.
Please remove both Garbage dump and cows from that location.","there is a garbage dump on road connecting ejipura bus stand and ejipura signal. and there are stray cows at that location. today from nowhere ,when i was riding bike, cow came on road and caused an accident as i had to apply breaks. garbage dump attracts cows and cows are causing accidents. please remove both garbage dump and cows from that location."
"There's a small hoarding damaged and blocking footpath near Udupi park, Murugeshpalya. This remains same for sometime now. Can the concerned authority do the needful to clear it before it hurts someone?","there's a small hoarding damaged and blocking footpath near udupi park, murugeshpalya. this remains same for sometime now. can the concerned authority do the needful to clear it before it hurts someone?"
"The road coming from hoodi railway station towards graphite signal is a 1 way but many cabs, autos and 2 wheelers take a U Turn after the hoodi Junction. Most probably they are coming from ITPl side and want to go towards Hoodi railway station but this leads to traffic and it is dangerous for all commuters.","the road coming from hoodi railway station towards graphite signal is a 1 way but many cabs, autos and 2 wheelers take a u turn after the hoodi junction. most probably they are coming from itpl side and want to go towards hoodi railway station but this leads to traffic and it is dangerous for all commuters."
"Street light off until 1month
nobody take care
Address
no 60 ,6th cross Subbanna garden Vijaya Nagar
Atthiguppe ward132","street light off until 1month nobody take care address no 60 ,6th cross subbanna garden vijaya nagar atthiguppe ward132"
Push cart vendors use megaphones causing a lot of noise. Please look into it at the earliest.,push cart vendors use megaphones causing a lot of noise. please look into it at the earliest.
"These vehicles are regularly parked on the main road outside our colony creating a blind spot and chances of accident for small children. Ankur Montessori Road, nagavarpalya, C. V. Raman nagar","these vehicles are regularly parked on the main road outside our colony creating a blind spot and chances of accident for small children. ankur montessori road, nagavarpalya, c. v. raman nagar"
Neeladri Road in Electronic City Phase 1 is horrible. They are making the road from God knows how long. It is one of the important roads and still it is so horrible especially in this weather. There are so many amazing apartments and it's so close to all tech parks but the road is horrible. It hardly takes a week to provide good roads and it has been horrible from years. People are literally covering their face and traveling everyday. This should be fixed ASAP.,neeladri road in electronic city phase 1 is horrible. they are making the road from god knows how long. it is one of the important roads and still it is so horrible especially in this weather. there are so many amazing apartments and it's so close to all tech parks but the road is horrible. it hardly takes a week to provide good roads and it has been horrible from years. people are literally covering their face and traveling everyday. this should be fixed asap.
"Sir/Madam,
Our street has been in a bad condition since more than two years. They have dug up for gas lines first, then drainage pipes, then for new pavement, but nothing has been complete. Even putting up tar has been stopped in-between. Please, look at this issue. There are lot of mosquitoes due to this uncleanliness of road which affects all of us.

Hoping to see a repaired and cleaner road soon.

Thanking you,

Regards,
Manasa","sir/madam, our street has been in a bad condition since more than two years. they have dug up for gas lines first, then drainage pipes, then for new pavement, but nothing has been complete. even putting up tar has been stopped in-between. please, look at this issue. there are lot of mosquitoes due to this uncleanliness of road which affects all of us. hoping to see a repaired and cleaner road soon. thanking you, regards, manasa"
This road is one of the highly used roads as it connects HSR layout and the pothole are becoming big and even worse because of recent rain,this road is one of the highly used roads as it connects hsr layout and the pothole are becoming big and even worse because of recent rain
There is a group of dogs in the locality which bark incessantly during odd hours causing considerable disturbance. Sleeping is just not possible untill this is addressed.,there is a group of dogs in the locality which bark incessantly during odd hours causing considerable disturbance. sleeping is just not possible untill this is addressed.
Jp nagar 7th phase all along the main road outside elita promenade main gate two wheelers park only on the footpath blocking pedestrian access. picture opposite Namdhari grocery store.,jp nagar 7th phase all along the main road outside elita promenade main gate two wheelers park only on the footpath blocking pedestrian access. picture opposite namdhari grocery store.
"Roads are blocked fully damaged
Please find the attached photos for your reference.
Kindly resolved this issue.",roads are blocked fully damaged please find the attached photos for your reference. kindly resolved this issue.
"This vehicle has been parked in front of our house garage, blocking our gate since morning till night. 
Someone has parked and abandoned the vehicle. 
Blocking my garage gate and on footpath too.","this vehicle has been parked in front of our house garage, blocking our gate since morning till night. someone has parked and abandoned the vehicle. blocking my garage gate and on footpath too."
"Dear Sir,

Even after several request our neighbours are dumping the food waste into our neighbouring vacant site.

It has become a big mess and also in times of pandemic it is even more worrying.

So I request you take action on the regular offenders.

Regards

Hemanth R","dear sir, even after several request our neighbours are dumping the food waste into our neighbouring vacant site. it has become a big mess and also in times of pandemic it is even more worrying. so i request you take action on the regular offenders. regards hemanth r"
The truth is that the truth is that it is a good time,the truth is that the truth is that it is a good time
Riding on pavement and parking on footpath infront of no parking board,riding on pavement and parking on footpath infront of no parking board
"Hello Sir,

Here I Pawan, based out of Kodichikkanahalli, around my locality there are too many stray dogs, being a dog lover m not supposed to complain on dogs but here there are too many and difficult for many people around. Have a dog at home, many of our neighbors also have stray dogs keep attacking the dogs and people are scared to walk around so it's my request for the concerned departments to kindly take an action on this.","hello sir, here i pawan, based out of kodichikkanahalli, around my locality there are too many stray dogs, being a dog lover m not supposed to complain on dogs but here there are too many and difficult for many people around. have a dog at home, many of our neighbors also have stray dogs keep attacking the dogs and people are scared to walk around so it's my request for the concerned departments to kindly take an action on this."
Morning 8am an IT employee riding on footpath at Silkboard with a pillion.,morning 8am an it employee riding on footpath at silkboard with a pillion.
1st main road opposite to new ragam bakery is totally damaged. Please repair it ASAP,1st main road opposite to new ragam bakery is totally damaged. please repair it asap
I am a regular commuter from kengeri to my office via Uttarahalli. The roads on this route is in worst condition. Many people fall off their two wheelers while riding and traffic goes on slow pace. This is one of the major connected roads towards Bannerghatta road & Electronics city through outer ring road. The road condition is on the same state for many years and have not seen any changes other than patch works. this is not encouraging at all.,i am a regular commuter from kengeri to my office via uttarahalli. the roads on this route is in worst condition. many people fall off their two wheelers while riding and traffic goes on slow pace. this is one of the major connected roads towards bannerghatta road & electronics city through outer ring road. the road condition is on the same state for many years and have not seen any changes other than patch works. this is not encouraging at all.
"There is no street light in my lane. It is dark and dangerous at night. Please install new street lights. (Lane of Baby Ville shop)

Address-678, 13th Cross Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India","there is no street light in my lane. it is dark and dangerous at night. please install new street lights. (lane of baby ville shop) address-678, 13th cross rd, 1st sector, hsr layout, bengaluru, karnataka 560102, india"
BBMP garbage vehicle parking here from number of days from this issue some people placing garbage saround this vehicles and from this public getting bad smell and mosquitoes problem so please clear these vehicles as soon as possible.,bbmp garbage vehicle parking here from number of days from this issue some people placing garbage saround this vehicles and from this public getting bad smell and mosquitoes problem so please clear these vehicles as soon as possible.
During rain the waterlogging is so severe entire area looks like in picture... it takes 10-15days to dry..  an elderly person fell down with vehicle in the water. Plz take immediate action and plz resolve to avoid such accidents. The picture attached is since 1mnth is the same with full of water .. whole area people are finding difficult to walk and ride vechicle..,during rain the waterlogging is so severe entire area looks like in picture... it takes 10-15days to dry.. an elderly person fell down with vehicle in the water. plz take immediate action and plz resolve to avoid such accidents. the picture attached is since 1mnth is the same with full of water .. whole area people are finding difficult to walk and ride vechicle..
"Blocking of the footpath by the telecom company opposite to Trinity Enclave building, nagavarpalya main road, c. v. Raman nagar.","blocking of the footpath by the telecom company opposite to trinity enclave building, nagavarpalya main road, c. v. raman nagar."
"From Sunday morning I am waking up early to give garbage but they are not taking it, bcz its dry waste nd its happened 2-3 days nd they told me finally one day they will take dry waste only on Wednesday... And near to my area there is not any garbage container where I can dump it.... Now I have to store garbage in my home for 3-4 days ... Then what's the use of door to door garbage collection system.... Its irritated me alot.. please start service which collect any kind of garbage","from sunday morning i am waking up early to give garbage but they are not taking it, bcz its dry waste nd its happened 2-3 days nd they told me finally one day they will take dry waste only on wednesday... and near to my area there is not any garbage container where i can dump it.... now i have to store garbage in my home for 3-4 days ... then what's the use of door to door garbage collection system.... its irritated me alot.. please start service which collect any kind of garbage"
The lake is filled with weeds and there are encroachments too happening. Need fencing and cleaning of the lake at the earliest,the lake is filled with weeds and there are encroachments too happening. need fencing and cleaning of the lake at the earliest
"The starting point of Dommasandra Chandapura Road near to The urban Turban Restaurant has been in a bad condition for the last several months, no maintenance or tarring of this stretch of Road has been carried out. Request the concerned authority to please do the needful work and provide solution for the citizens problems","the starting point of dommasandra chandapura road near to the urban turban restaurant has been in a bad condition for the last several months, no maintenance or tarring of this stretch of road has been carried out. request the concerned authority to please do the needful work and provide solution for the citizens problems"
All buses and private transportation vehicles stop exactly at hope farm signal blocking entire traffic,all buses and private transportation vehicles stop exactly at hope farm signal blocking entire traffic
"Plant debris dumped on footpath by KT apartment on 8main, 9 cross, Malleswara","plant debris dumped on footpath by kt apartment on 8main, 9 cross, malleswara"
Very big potholes in front of prestige Sunnyside oak apartment.very very bad road condition which leads to lot of pollution in this area and there are no footpaths also.kids and senior citizens are suffering alot with raising more dust.kindly requesting you people to look into this area and take action.,very big potholes in front of prestige sunnyside oak apartment.very very bad road condition which leads to lot of pollution in this area and there are no footpaths also.kids and senior citizens are suffering alot with raising more dust.kindly requesting you people to look into this area and take action.
The garbage is stuck in front of our homes it's getting more and more and if the rain is dropping all the garbage will be occured in the road please send the team to clear it,the garbage is stuck in front of our homes it's getting more and more and if the rain is dropping all the garbage will be occured in the road please send the team to clear it
"Poor road conditions
The road from huskur gate to Kammasandra is in worst condition with complete pot holes. Iam being to this place from past 3 years till now no one has even turned up to repair. Please help the main problem is travelling with people like who are old and pregnant in these road putting their life at risk. Drivers are really finding it difficult. Request you to take action ASAP.",poor road conditions the road from huskur gate to kammasandra is in worst condition with complete pot holes. iam being to this place from past 3 years till now no one has even turned up to repair. please help the main problem is travelling with people like who are old and pregnant in these road putting their life at risk. drivers are really finding it difficult. request you to take action asap.
"This road connects the interior to the main road.
Flow of traffic is high.
Road has multiple pot holes.
Please try to fix it for convenience of daily commuters.",this road connects the interior to the main road. flow of traffic is high. road has multiple pot holes. please try to fix it for convenience of daily commuters.
"One of the street lights is not working in the police quarters Requesting to fix it at the earliest

location - Austin Town Police Quarters
https://maps.app.goo.gl/PpFsqs1wAVV1TBX49",one of the street lights is not working in the police quarters requesting to fix it at the earliest location - austin town police quarters https://maps.app.goo.gl/ppfsqs1wavv1tbx49
"Wherever there are auto stands, a corner or wall near it will be a public urinal.","wherever there are auto stands, a corner or wall near it will be a public urinal."
"Dear Sir/Madam, BESCOM is cutting Harlur road (from Kudlu towards Hosa road) everywhere for UG cabling purpose and it is causing a major pot hole wherein the traffic is compelled to come down to crawling speeds. At night time, if an unaware person has to cross the stretch these road cuts are posing grave danger. Please work with BESCOM to get these damages filled out back to back. Thanks for helping out.","dear sir/madam, bescom is cutting harlur road (from kudlu towards hosa road) everywhere for ug cabling purpose and it is causing a major pot hole wherein the traffic is compelled to come down to crawling speeds. at night time, if an unaware person has to cross the stretch these road cuts are posing grave danger. please work with bescom to get these damages filled out back to back. thanks for helping out."
"We pay huge taxes and have been running from BBMP offices to Councilor Sathish reddys house but no resolution as we pay taxes and suffer with damaged roads, no sewage lines and street lights not working....","we pay huge taxes and have been running from bbmp offices to councilor sathish reddys house but no resolution as we pay taxes and suffer with damaged roads, no sewage lines and street lights not working...."
"Hi,

There is an illegal PG being planned at 760 15th main 2nd stage BTM. As part of it an illegal borewell without permission is being dug. Please acT. I have spoken to BBMP AEE as well, but adding here as an official record.","hi, there is an illegal pg being planned at 760 15th main 2nd stage btm. as part of it an illegal borewell without permission is being dug. please act. i have spoken to bbmp aee as well, but adding here as an official record."
There are no tar roads while we enter from the main road. The road is fully covered with only mud and garbage. It gets so difficult to walk when it rains and very unsafe for even vehicles to come and go in these roads,there are no tar roads while we enter from the main road. the road is fully covered with only mud and garbage. it gets so difficult to walk when it rains and very unsafe for even vehicles to come and go in these roads
"Respected Sir / Madam,
 Please let us know when the roads that are digged on Kalkere Main road, TC Palya road , NRI Layout roads, Riches Garden main road, 
Daily it's taking 30 minutes more because of bad road and traffic jams.. these roads are digged before elections and not being laid till now.. also if it rains it's getting more worst to drive Car / Bike and very difficult even to walk. Please I am Begging the respected authorities to visit these roads once and do needful (atleast a better temporary road) until you lay permanent Road.

Sincerely,
Subbarayudu.M","respected sir / madam, please let us know when the roads that are digged on kalkere main road, tc palya road , nri layout roads, riches garden main road, daily it's taking 30 minutes more because of bad road and traffic jams.. these roads are digged before elections and not being laid till now.. also if it rains it's getting more worst to drive car / bike and very difficult even to walk. please i am begging the respected authorities to visit these roads once and do needful (atleast a better temporary road) until you lay permanent road. sincerely, subbarayudu.m"
Dumping of garbage by localites nearby and burning them in vacant land next to our building.dump includes even the covid masks and gloves and hospital gowns which is life threatening for the residents around. No bbmp has taken any action apart from writing will be fined on the walls. Please help..,dumping of garbage by localites nearby and burning them in vacant land next to our building.dump includes even the covid masks and gloves and hospital gowns which is life threatening for the residents around. no bbmp has taken any action apart from writing will be fined on the walls. please help..
Plz fix the road pothole soon as it's getting deeper right in front of my home ... plz resolve issue soon,plz fix the road pothole soon as it's getting deeper right in front of my home ... plz resolve issue soon
"Yesterday morning, Feb 9th: BBMP while doing preparation tasks For laying road damaged my electric cable connection. I don’t have power at home. I want BBMP representative to contact me for this issue. It should be fixed as soon as possible","yesterday morning, feb 9th: bbmp while doing preparation tasks for laying road damaged my electric cable connection. i don t have power at home. i want bbmp representative to contact me for this issue. it should be fixed as soon as possible"
They have put the derbies all over the road. The whole way to my house is blocked. if this is not sorted I will go to the news paper.,they have put the derbies all over the road. the whole way to my house is blocked. if this is not sorted i will go to the news paper.
"Dear Sir/Ma'am,
In Doddanekundi, people litter a lot on footpaths. Most of them even litter near storm water drains which might block the water from going. Please put a lot of dustbins so that people can throw the litter in the bin.

Thanks","dear sir/ma'am, in doddanekundi, people litter a lot on footpaths. most of them even litter near storm water drains which might block the water from going. please put a lot of dustbins so that people can throw the litter in the bin. thanks"
The road was dug up for some work but post that the road was not tarred. This is the Begur koppa road from SNN Raj serenity to DLF,the road was dug up for some work but post that the road was not tarred. this is the begur koppa road from snn raj serenity to dlf
"Hi Team

we do not have any street lights in deepika layout opposite to Sri Malikarjun residency.. request you to kindly check and do the needful",hi team we do not have any street lights in deepika layout opposite to sri malikarjun residency.. request you to kindly check and do the needful
I had complained on 18th for the subject still kot resolved how this was changed to resolved. Kindly as the AE to attend and see the position of drainages all are overflowing and one if them very near to covid vaccine center.,i had complained on 18th for the subject still kot resolved how this was changed to resolved. kindly as the ae to attend and see the position of drainages all are overflowing and one if them very near to covid vaccine center.
Now a days garbage people are asking money to door to door and not taking our garbage and they come fastly and go fastly oly horn they keep horn and come,now a days garbage people are asking money to door to door and not taking our garbage and they come fastly and go fastly oly horn they keep horn and come
"Ever since the heavy rains last night, the electricity supply in my area is cut. There is no power for last 14 hours. This is very important and urgent as all our phones discharged and we cannot communicate to anyone.","ever since the heavy rains last night, the electricity supply in my area is cut. there is no power for last 14 hours. this is very important and urgent as all our phones discharged and we cannot communicate to anyone."
"There is not a single person cleaning the road from past many months, roadsides are full of mud and plants. Whenever it rains, the water stays on-road and there were no proper holes made for the rainwater to enter drains.","there is not a single person cleaning the road from past many months, roadsides are full of mud and plants. whenever it rains, the water stays on-road and there were no proper holes made for the rainwater to enter drains."
Please have a Traffic Signal installed in one of the most congested junctions. Traffic Jam is a very common phenomenon on a daily basis and not eveyrtime the narrow junction is manned by Traffic Police leading to jams frequently.,please have a traffic signal installed in one of the most congested junctions. traffic jam is a very common phenomenon on a daily basis and not eveyrtime the narrow junction is manned by traffic police leading to jams frequently.
"Big Iron Pipe left open middle of the road. Entire road broken and is causing injuries and damages. 
Dangerous for pedestrians, two wheelers and four-wheel causing accidens.daily","big iron pipe left open middle of the road. entire road broken and is causing injuries and damages. dangerous for pedestrians, two wheelers and four-wheel causing accidens.daily"
"The street light in front of 332, 16th A Main has been out for a while. I filed a complaint on BBMP Sahaya. Has been assigned but no action. Please replace at the earliest  since elderly children are finding it difficult in the pitch dark.","the street light in front of 332, 16th a main has been out for a while. i filed a complaint on bbmp sahaya. has been assigned but no action. please replace at the earliest since elderly children are finding it difficult in the pitch dark."
"BPL Road,, this road connects L&T south city to Bannerghatta road. its very narrow. Bit aged people cant even walk on that road.

Its too narrow, there was a proposal for expansion till now no action even after 10 years.. Kindly look into this and provide a resolution.","bpl road,, this road connects l&t south city to bannerghatta road. its very narrow. bit aged people cant even walk on that road. its too narrow, there was a proposal for expansion till now no action even after 10 years.. kindly look into this and provide a resolution."
"Our street is cursed with rowdy stray dogs that routinely chase people on bikes & children on bicycles. At nights, they regularly fight, bark & howl in packs especially whenever the local mosque plays their daily prayers thus making it impossible for the residents to sleep / rest peacefully.
Request to address this on a permanent basis & restore our lost rights for a peaceful living.","our street is cursed with rowdy stray dogs that routinely chase people on bikes & children on bicycles. at nights, they regularly fight, bark & howl in packs especially whenever the local mosque plays their daily prayers thus making it impossible for the residents to sleep / rest peacefully. request to address this on a permanent basis & restore our lost rights for a peaceful living."
"This ks the situation of aecs layout main road , Kundalahalli, every lane in Aecs layout is I. same sAme situation. kindly lay proper roads in the whole area","this ks the situation of aecs layout main road , kundalahalli, every lane in aecs layout is i. same same situation. kindly lay proper roads in the whole area"
"New drainage constructions in front of silicon Honda rv road  complete concreting is done on the bottom of the drain and is being covered as it is, photo is attached herewith","new drainage constructions in front of silicon honda rv road complete concreting is done on the bottom of the drain and is being covered as it is, photo is attached herewith"
"Digged the road to fix Road sanitary connection but the road has been Digged completely.
This cause inconveniences to public and when rains the road will be filled with water",digged the road to fix road sanitary connection but the road has been digged completely. this cause inconveniences to public and when rains the road will be filled with water
"The road from chandapura which directly connects with dommasandra to varthur is very narrow and cant drive any vehicle in those roads. After crossing chandapura one underpass bridge and near one village the road is full of humps and holes, practically impossible to drive. Narrow roads leading to traffic from school buses early morning at 7 AM. This is the only road which connects people from Jigani, electronic city to whitefield. Please please make the road 4 lane and wider roads, atleast tarring is required.","the road from chandapura which directly connects with dommasandra to varthur is very narrow and cant drive any vehicle in those roads. after crossing chandapura one underpass bridge and near one village the road is full of humps and holes, practically impossible to drive. narrow roads leading to traffic from school buses early morning at 7 am. this is the only road which connects people from jigani, electronic city to whitefield. please please make the road 4 lane and wider roads, atleast tarring is required."
After the KC valley project digging in the Sanvi Sankalpam Road the mud road become too much damage. The whole stretch got impacted. This whole stretch has lot of apartments & homes consists of min 500 families. Now the complete road becomes messy with too much ups & downs. Lot of sandy dust all over the place. Requesting concerned authorities to help the Sanvi Sankalpam road communities.,after the kc valley project digging in the sanvi sankalpam road the mud road become too much damage. the whole stretch got impacted. this whole stretch has lot of apartments & homes consists of min 500 families. now the complete road becomes messy with too much ups & downs. lot of sandy dust all over the place. requesting concerned authorities to help the sanvi sankalpam road communities.
